key,Время замера,Температура
16,2019-05-03 22:04:23,1581.0
16,2019-05-03 22:10:57,1590.0
16,2019-05-03 22:27:40,1609.0
16,2019-05-03 22:39:54,1607.0
17,2019-05-03 22:44:00,1611.0
17,2019-05-03 22:49:55,1611.0
17,2019-05-03 22:59:30,1596.0
17,2019-05-03 23:04:42,1591.0
17,2019-05-03 23:12:04,1599.0
17,2019-05-03 23:18:08,1599.0
18,2019-05-03 23:23:48,1588.0
18,2019-05-03 23:34:00,1600.0
18,2019-05-03 23:54:45,1593.0
18,2019-05-04 00:00:09,1592.0
18,2019-05-04 00:10:26,1604.0
18,2019-05-04 00:20:01,1595.0
19,2019-05-04 00:41:34,1625.0
19,2019-05-04 00:55:21,1616.0
19,2019-05-04 01:12:09,1610.0
19,2019-05-04 01:27:11,1597.0
20,2019-05-04 01:43:09,1582.0
20,2019-05-04 01:49:43,1584.0
20,2019-05-04 01:57:01,1608.0
20,2019-05-04 02:02:55,1597.0
20,2019-05-04 02:13:08,1598.0
20,2019-05-04 02:19:02,1603.0
21,2019-05-04 03:29:58,1603.0
21,2019-05-04 03:35:24,1579.0
21,2019-05-04 03:42:16,1581.0
21,2019-05-04 03:55:42,1626.0
21,2019-05-04 04:18:16,1617.0
21,2019-05-04 04:24:10,1615.0
21,2019-05-04 04:26:23,1618.0
22,2019-05-04 04:27:23,1560.0
22,2019-05-04 04:32:08,1563.0
22,2019-05-04 04:54:17,1594.0
22,2019-05-04 05:02:16,1598.0
22,2019-05-04 05:06:58,1597.0
22,2019-05-04 05:13:24,1588.0
22,2019-05-04 05:21:00,1593.0
23,2019-05-04 05:38:33,1611.0
23,2019-05-04 05:44:02,1595.0
23,2019-05-04 05:53:00,1612.0
23,2019-05-04 05:57:33,1607.0
23,2019-05-04 06:14:28,1590.0
23,2019-05-04 06:23:33,1593.0
24,2019-05-04 06:28:00,1578.0
24,2019-05-04 06:35:59,1584.0
24,2019-05-04 06:44:27,1594.0
24,2019-05-04 07:11:23,1566.0
24,2019-05-04 07:17:28,1572.0
24,2019-05-04 07:26:42,1583.0
24,2019-05-04 07:31:40,1585.0
25,2019-05-04 07:32:40,1594.0
25,2019-05-04 07:39:48,1579.0
25,2019-05-04 07:46:56,1576.0
25,2019-05-04 08:01:25,1575.0
25,2019-05-04 08:06:19,1596.0
25,2019-05-04 08:11:29,1594.0
25,2019-05-04 08:17:06,1600.0
26,2019-05-04 08:18:06,1609.0
26,2019-05-04 08:32:47,1587.0
26,2019-05-04 08:43:11,1592.0
26,2019-05-04 08:54:30,1601.0
27,2019-05-04 08:55:30,1578.0
27,2019-05-04 09:10:55,1591.0
27,2019-05-04 09:13:27,1591.0
27,2019-05-04 09:20:11,1596.0
27,2019-05-04 09:25:59,1604.0
28,2019-05-04 09:35:59,1580.0
28,2019-05-04 09:39:54,1603.0
28,2019-05-04 09:47:00,1603.0
28,2019-05-04 09:52:32,1603.0
28,2019-05-04 09:57:34,1609.0
29,2019-05-04 10:13:06,1613.0
29,2019-05-04 10:19:16,1605.0
29,2019-05-04 10:29:26,1600.0
29,2019-05-04 10:32:12,1606.0
29,2019-05-04 10:37:51,1600.0
30,2019-05-04 10:43:23,1567.0
30,2019-05-04 10:49:15,1567.0
30,2019-05-04 10:58:51,1562.0
30,2019-05-04 11:11:40,1587.0
30,2019-05-04 11:17:21,1598.0
31,2019-05-04 11:29:23,1601.0
31,2019-05-04 11:35:40,1598.0
31,2019-05-04 11:42:52,1602.0
31,2019-05-04 11:46:31,1600.0
31,2019-05-04 11:51:49,1602.0
32,2019-05-04 12:52:38,1602.0
32,2019-05-04 12:58:23,1626.0
32,2019-05-04 13:25:22,1611.0
32,2019-05-04 13:38:47,1619.0
32,2019-05-04 13:50:36,1613.0
33,2019-05-04 13:51:36,1564.0
33,2019-05-04 13:58:42,1563.0
33,2019-05-04 14:07:23,1576.0
33,2019-05-04 14:14:11,1617.0
33,2019-05-04 14:20:24,1607.0
33,2019-05-04 14:30:25,1613.0
33,2019-05-04 14:34:22,1614.0
33,2019-05-04 14:39:12,1617.0
34,2019-05-04 14:45:26,1584.0
34,2019-05-04 14:52:37,1607.0
34,2019-05-04 14:56:53,1601.0
34,2019-05-04 15:03:06,1600.0
35,2019-05-04 15:17:08,1585.0
35,2019-05-04 15:23:00,1596.0
35,2019-05-04 15:27:36,1593.0
35,2019-05-04 15:35:36,1600.0
36,2019-05-04 15:53:49,1543.0
36,2019-05-04 15:59:44,1586.0
36,2019-05-04 16:04:04,1577.0
36,2019-05-04 16:12:25,1572.0
36,2019-05-04 16:16:32,1573.0
36,2019-05-04 16:22:35,1601.0
37,2019-05-04 16:27:59,1596.0
37,2019-05-04 16:42:14,1593.0
37,2019-05-04 16:50:06,1609.0
37,2019-05-04 16:54:57,1601.0
37,2019-05-04 17:01:55,1601.0
37,2019-05-04 17:09:11,1606.0
38,2019-05-04 17:18:30,1593.0
38,2019-05-04 17:25:04,1581.0
38,2019-05-04 17:36:37,1594.0
38,2019-05-04 17:41:41,1588.0
38,2019-05-04 17:46:48,1602.0
39,2019-05-04 17:58:41,1586.0
39,2019-05-04 18:03:58,1588.0
39,2019-05-04 18:10:42,1596.0
39,2019-05-04 18:20:56,1594.0
39,2019-05-04 18:27:54,1602.0
40,2019-05-04 19:18:53,1587.0
40,2019-05-04 19:26:43,1588.0
40,2019-05-04 19:31:21,1596.0
40,2019-05-04 19:39:04,1601.0
40,2019-05-04 19:44:29,1595.0
40,2019-05-04 19:49:23,1603.0
43,2019-05-04 21:30:35,1608.0
43,2019-05-04 21:36:14,1607.0
43,2019-05-04 21:48:20,1597.0
43,2019-05-04 21:56:40,1602.0
43,2019-05-04 22:00:46,1600.0
43,2019-05-04 22:05:34,1600.0
43,2019-05-04 22:11:02,1602.0
44,2019-05-04 23:26:23,1600.0
44,2019-05-04 23:31:17,1608.0
44,2019-05-04 23:36:54,1619.0
44,2019-05-04 23:47:57,1600.0
44,2019-05-04 23:49:45,1605.0
44,2019-05-05 00:01:58,1601.0
44,2019-05-05 00:04:31,1601.0
44,2019-05-05 01:49:02,1607.0
44,2019-05-05 01:53:13,1570.0
44,2019-05-05 02:06:21,1599.0
44,2019-05-05 02:21:04,1610.0
44,2019-05-05 02:27:03,1608.0
44,2019-05-05 02:29:19,1603.0
45,2019-05-05 02:30:19,1538.0
45,2019-05-05 02:36:37,1538.0
45,2019-05-05 02:46:25,1556.0
45,2019-05-05 02:50:35,1556.0
45,2019-05-05 02:55:29,1577.0
45,2019-05-05 02:59:56,1601.0
45,2019-05-05 03:05:59,1601.0
45,2019-05-05 03:37:32,1608.0
45,2019-05-05 03:43:40,1609.0
45,2019-05-05 03:49:02,1616.0
45,2019-05-05 03:51:46,1621.0
46,2019-05-05 03:52:46,1607.0
46,2019-05-05 03:56:24,1538.0
46,2019-05-05 04:06:17,1542.0
46,2019-05-05 04:45:39,1580.0
46,2019-05-05 04:50:14,1571.0
46,2019-05-05 04:59:11,1589.0
46,2019-05-05 05:08:05,1593.0
46,2019-05-05 05:13:03,1616.0
46,2019-05-05 06:35:18,1610.0
46,2019-05-05 06:39:51,1610.0
46,2019-05-05 06:47:03,1610.0
46,2019-05-05 07:00:05,1617.0
46,2019-05-05 07:14:46,1614.0
46,2019-05-05 07:18:09,1612.0
47,2019-05-05 07:19:09,1565.0
47,2019-05-05 07:24:56,1577.0
47,2019-05-05 07:30:50,1573.0
47,2019-05-05 07:36:52,1588.0
48,2019-05-05 07:45:59,1573.0
48,2019-05-05 07:50:37,1583.0
48,2019-05-05 07:55:29,1590.0
48,2019-05-05 08:00:16,1590.0
48,2019-05-05 08:06:26,1560.0
48,2019-05-05 08:11:08,1589.0
49,2019-05-05 09:51:12,1626.0
49,2019-05-05 10:50:46,1588.0
50,2019-05-05 10:51:46,1603.0
50,2019-05-05 11:05:22,1588.0
50,2019-05-05 11:09:12,1602.0
50,2019-05-05 11:18:17,1608.0
50,2019-05-05 11:28:14,1606.0
51,2019-05-05 11:50:53,1619.0
51,2019-05-05 11:55:14,1660.0
51,2019-05-05 12:07:03,1659.0
51,2019-05-05 12:17:51,1654.0
51,2019-05-05 12:21:09,1690.0
52,2019-05-05 12:26:24,1617.0
52,2019-05-05 12:32:26,1652.0
52,2019-05-05 12:44:24,1666.0
52,2019-05-05 12:51:46,1667.0
52,2019-05-05 12:59:29,1669.0
52,2019-05-05 13:04:10,1668.0
52,2019-05-05 13:08:53,1669.0
53,2019-05-05 13:13:39,1642.0
53,2019-05-05 13:18:54,1658.0
53,2019-05-05 13:29:17,1671.0
53,2019-05-05 13:38:24,1671.0
53,2019-05-05 13:45:04,1671.0
54,2019-05-05 13:58:42,1630.0
54,2019-05-05 14:03:27,1654.0
54,2019-05-05 14:13:08,1655.0
54,2019-05-05 14:24:28,1658.0
54,2019-05-05 14:31:29,1663.0
55,2019-05-05 14:37:20,1615.0
55,2019-05-05 14:41:17,1635.0
55,2019-05-05 14:51:09,1656.0
55,2019-05-05 15:02:38,1641.0
55,2019-05-05 15:08:32,1654.0
56,2019-05-05 15:20:01,1606.0
56,2019-05-05 15:24:06,1631.0
56,2019-05-05 15:32:31,1653.0
56,2019-05-05 15:41:04,1648.0
56,2019-05-05 15:44:34,1659.0
56,2019-05-05 15:54:33,1641.0
56,2019-05-05 16:00:40,1652.0
57,2019-05-05 16:09:05,1581.0
57,2019-05-05 16:16:05,1581.0
57,2019-05-05 16:23:23,1588.0
57,2019-05-05 16:33:13,1607.0
57,2019-05-05 16:42:53,1595.0
57,2019-05-05 16:49:51,1595.0
58,2019-05-05 17:00:49,1569.0
58,2019-05-05 17:09:08,1579.0
58,2019-05-05 17:15:38,1583.0
58,2019-05-05 17:20:39,1589.0
58,2019-05-05 17:26:19,1574.0
59,2019-05-05 17:50:00,1589.0
59,2019-05-05 17:59:17,1599.0
59,2019-05-05 18:05:18,1594.0
59,2019-05-05 18:15:06,1589.0
59,2019-05-05 18:25:29,1615.0
59,2019-05-05 18:29:42,1617.0
59,2019-05-05 18:37:26,1601.0
60,2019-05-05 19:13:34,1601.0
60,2019-05-05 19:24:35,1594.0
60,2019-05-05 19:31:12,1594.0
60,2019-05-05 20:01:30,1583.0
60,2019-05-05 20:17:42,1573.0
61,2019-05-05 20:20:15,1598.0
61,2019-05-05 20:30:09,1597.0
61,2019-05-05 20:34:10,1586.0
61,2019-05-05 20:39:36,1576.0
62,2019-05-05 21:07:07,1604.0
62,2019-05-05 21:19:41,1590.0
62,2019-05-05 21:40:06,1580.0
62,2019-05-05 21:47:18,1567.0
62,2019-05-05 22:03:34,1581.0
63,2019-05-05 22:04:48,1580.0
63,2019-05-05 22:11:48,1584.0
63,2019-05-05 22:18:38,1578.0
63,2019-05-05 22:29:16,1578.0
63,2019-05-05 22:36:23,1580.0
64,2019-05-05 22:47:09,1581.0
64,2019-05-05 22:56:10,1582.0
64,2019-05-05 23:00:55,1566.0
64,2019-05-05 23:30:47,1580.0
64,2019-05-05 23:33:52,1582.0
64,2019-05-05 23:38:02,1585.0
64,2019-05-05 23:44:45,1586.0
64,2019-05-05 23:52:47,1597.0
65,2019-05-06 00:30:05,1543.0
65,2019-05-06 00:34:53,1559.0
65,2019-05-06 00:50:18,1576.0
65,2019-05-06 00:55:04,1596.0
65,2019-05-06 01:01:45,1575.0
65,2019-05-06 01:04:15,1572.0
65,2019-05-06 01:09:24,1574.0
65,2019-05-06 01:15:32,1606.0
66,2019-05-06 01:23:54,1579.0
66,2019-05-06 01:30:45,1606.0
66,2019-05-06 01:36:53,1610.0
66,2019-05-06 01:41:13,1612.0
66,2019-05-06 01:47:28,1610.0
66,2019-05-06 01:52:23,1621.0
67,2019-05-06 01:58:05,1558.0
67,2019-05-06 02:02:37,1569.0
67,2019-05-06 02:12:40,1591.0
67,2019-05-06 02:17:27,1585.0
67,2019-05-06 02:21:41,1594.0
68,2019-05-06 02:27:07,1581.0
68,2019-05-06 02:32:40,1580.0
68,2019-05-06 02:37:38,1588.0
68,2019-05-06 02:42:55,1592.0
69,2019-05-06 02:50:20,1589.0
69,2019-05-06 02:58:05,1588.0
69,2019-05-06 03:09:37,1592.0
69,2019-05-06 03:16:33,1595.0
69,2019-05-06 03:29:36,1585.0
69,2019-05-06 03:34:25,1592.0
69,2019-05-06 03:41:42,1590.0
70,2019-05-06 03:44:16,1583.0
70,2019-05-06 03:47:45,1606.0
70,2019-05-06 03:57:42,1596.0
70,2019-05-06 04:00:21,1583.0
70,2019-05-06 04:04:00,1584.0
70,2019-05-06 04:08:03,1586.0
71,2019-05-06 04:16:03,1591.0
71,2019-05-06 04:21:32,1590.0
71,2019-05-06 04:32:29,1594.0
71,2019-05-06 04:46:26,1593.0
71,2019-05-06 04:56:26,1589.0
72,2019-05-06 05:05:09,1590.0
72,2019-05-06 05:09:40,1589.0
72,2019-05-06 05:14:55,1595.0
73,2019-05-06 05:26:03,1591.0
73,2019-05-06 05:30:31,1599.0
73,2019-05-06 05:38:14,1597.0
73,2019-05-06 05:50:01,1588.0
73,2019-05-06 05:58:31,1598.0
73,2019-05-06 06:06:09,1589.0
73,2019-05-06 06:10:03,1593.0
74,2019-05-06 06:11:03,1593.0
74,2019-05-06 06:16:09,1574.0
74,2019-05-06 06:25:19,1581.0
74,2019-05-06 06:30:18,1592.0
74,2019-05-06 06:35:33,1597.0
74,2019-05-06 06:40:07,1595.0
75,2019-05-06 06:56:42,1606.0
75,2019-05-06 07:09:41,1609.0
75,2019-05-06 07:26:17,1619.0
75,2019-05-06 07:32:39,1592.0
76,2019-05-06 07:33:39,1614.0
76,2019-05-06 07:51:40,1592.0
76,2019-05-06 08:02:36,1597.0
76,2019-05-06 08:16:33,1589.0
77,2019-05-06 08:20:07,1605.0
77,2019-05-06 08:25:07,1594.0
77,2019-05-06 08:38:03,1603.0
77,2019-05-06 08:51:35,1601.0
77,2019-05-06 08:57:32,1599.0
77,2019-05-06 09:03:26,1604.0
77,2019-05-06 09:09:25,1604.0
78,2019-05-06 09:10:36,1604.0
78,2019-05-06 09:17:57,1548.0
78,2019-05-06 09:24:46,1578.0
78,2019-05-06 09:30:06,1576.0
78,2019-05-06 09:38:26,1580.0
78,2019-05-06 09:44:43,1583.0
79,2019-05-06 10:17:10,1541.0
79,2019-05-06 10:23:32,1553.0
79,2019-05-06 10:31:21,1582.0
79,2019-05-06 10:35:53,1571.0
79,2019-05-06 10:43:25,1571.0
79,2019-05-06 10:47:16,1569.0
79,2019-05-06 10:51:56,1578.0
80,2019-05-06 11:44:57,1559.0
80,2019-05-06 11:51:05,1574.0
80,2019-05-06 11:57:31,1583.0
80,2019-05-06 12:02:48,1580.0
81,2019-05-06 12:41:15,1654.0
81,2019-05-06 12:45:42,1662.0
81,2019-05-06 12:53:07,1660.0
81,2019-05-06 13:00:13,1668.0
81,2019-05-06 13:03:09,1679.0
82,2019-05-06 13:17:49,1621.0
82,2019-05-06 13:22:33,1637.0
82,2019-05-06 13:29:33,1659.0
82,2019-05-06 13:34:06,1644.0
82,2019-05-06 13:40:23,1654.0
83,2019-05-06 13:59:37,1622.0
83,2019-05-06 14:02:56,1612.0
83,2019-05-06 14:09:10,1624.0
83,2019-05-06 14:14:35,1625.0
83,2019-05-06 14:24:49,1644.0
84,2019-05-06 14:30:54,1615.0
84,2019-05-06 14:33:26,1626.0
84,2019-05-06 14:38:50,1626.0
84,2019-05-06 14:46:58,1626.0
84,2019-05-06 14:53:39,1649.0
85,2019-05-06 15:08:43,1615.0
85,2019-05-06 15:11:27,1631.0
85,2019-05-06 15:19:09,1629.0
85,2019-05-06 15:25:38,1643.0
86,2019-05-06 15:44:27,1605.0
86,2019-05-06 15:53:10,1596.0
86,2019-05-06 15:59:20,1588.0
86,2019-05-06 16:14:08,1598.0
86,2019-05-06 16:16:32,1593.0
86,2019-05-06 16:23:09,1586.0
87,2019-05-06 16:45:50,1607.0
87,2019-05-06 16:52:26,1607.0
87,2019-05-06 17:13:50,1584.0
87,2019-05-06 17:40:17,1596.0
87,2019-05-06 17:47:51,1590.0
88,2019-05-06 17:48:51,1526.0
88,2019-05-06 17:53:55,1550.0
88,2019-05-06 18:04:29,1580.0
88,2019-05-06 18:15:32,1562.0
88,2019-05-06 18:20:14,1581.0
89,2019-05-06 18:26:13,1565.0
89,2019-05-06 18:29:19,1581.0
89,2019-05-06 18:35:48,1577.0
89,2019-05-06 18:45:52,1572.0
89,2019-05-06 18:48:48,1576.0
89,2019-05-06 18:52:49,1583.0
90,2019-05-06 18:58:11,1587.0
90,2019-05-06 19:03:07,1591.0
90,2019-05-06 19:09:27,1618.0
90,2019-05-06 19:26:26,1606.0
90,2019-05-06 19:35:48,1601.0
90,2019-05-06 19:43:25,1609.0
91,2019-05-06 20:04:09,1569.0
91,2019-05-06 20:16:08,1561.0
91,2019-05-06 20:22:27,1576.0
91,2019-05-06 20:39:49,1580.0
91,2019-05-06 20:47:46,1579.0
91,2019-05-06 20:56:39,1587.0
92,2019-05-06 20:57:53,1572.0
92,2019-05-06 21:02:53,1584.0
92,2019-05-06 21:09:41,1582.0
92,2019-05-06 21:21:23,1587.0
92,2019-05-06 21:27:55,1583.0
93,2019-05-06 21:36:40,1557.0
93,2019-05-06 21:41:15,1571.0
93,2019-05-06 21:53:23,1567.0
93,2019-05-06 22:00:13,1580.0
94,2019-05-06 22:02:48,1591.0
94,2019-05-06 22:08:07,1593.0
94,2019-05-06 22:14:45,1599.0
94,2019-05-06 22:23:00,1599.0
94,2019-05-06 22:26:38,1588.0
94,2019-05-06 22:31:15,1594.0
94,2019-05-06 22:37:28,1597.0
95,2019-05-06 22:42:22,1598.0
95,2019-05-06 22:47:37,1588.0
95,2019-05-06 23:04:17,1584.0
95,2019-05-06 23:11:00,1578.0
95,2019-05-06 23:21:51,1578.0
95,2019-05-06 23:25:23,1580.0
95,2019-05-06 23:33:51,1587.0
96,2019-05-06 23:37:09,1578.0
96,2019-05-06 23:41:43,1580.0
96,2019-05-06 23:44:19,1583.0
96,2019-05-06 23:54:23,1587.0
96,2019-05-06 23:58:34,1586.0
96,2019-05-07 00:03:47,1586.0
97,2019-05-07 00:19:33,1603.0
97,2019-05-07 00:26:25,1592.0
97,2019-05-07 00:42:19,1586.0
97,2019-05-07 00:59:14,1588.0
97,2019-05-07 01:07:05,1587.0
97,2019-05-07 01:13:32,1593.0
97,2019-05-07 01:22:32,1596.0
98,2019-05-07 01:25:26,1572.0
98,2019-05-07 01:34:04,1593.0
98,2019-05-07 01:37:08,1586.0
98,2019-05-07 01:43:15,1588.0
98,2019-05-07 01:50:27,1584.0
98,2019-05-07 01:54:06,1584.0
98,2019-05-07 01:59:09,1599.0
99,2019-05-07 02:07:24,1557.0
99,2019-05-07 02:17:49,1607.0
99,2019-05-07 02:23:56,1604.0
99,2019-05-07 02:32:29,1599.0
99,2019-05-07 02:37:38,1598.0
100,2019-05-07 02:42:07,1544.0
100,2019-05-07 02:46:27,1568.0
100,2019-05-07 02:53:00,1589.0
100,2019-05-07 02:58:58,1577.0
100,2019-05-07 03:04:43,1576.0
100,2019-05-07 03:08:26,1571.0
100,2019-05-07 03:12:14,1594.0
101,2019-05-07 03:18:53,1589.0
101,2019-05-07 03:22:44,1596.0
101,2019-05-07 03:30:42,1599.0
101,2019-05-07 03:44:58,1584.0
101,2019-05-07 03:53:12,1587.0
102,2019-05-07 03:58:17,1611.0
102,2019-05-07 04:04:02,1606.0
102,2019-05-07 04:20:31,1594.0
102,2019-05-07 04:34:20,1599.0
102,2019-05-07 04:45:20,1592.0
103,2019-05-07 05:02:41,1596.0
103,2019-05-07 05:07:02,1597.0
103,2019-05-07 05:17:15,1597.0
103,2019-05-07 05:21:06,1587.0
103,2019-05-07 05:28:54,1588.0
103,2019-05-07 05:41:42,1583.0
103,2019-05-07 05:46:46,1600.0
103,2019-05-07 05:51:54,1597.0
103,2019-05-07 05:57:13,1595.0
104,2019-05-07 06:14:16,1616.0
104,2019-05-07 06:30:37,1596.0
104,2019-05-07 06:41:48,1600.0
104,2019-05-07 06:48:46,1592.0
104,2019-05-07 06:58:59,1591.0
105,2019-05-07 07:10:24,1585.0
105,2019-05-07 07:24:23,1589.0
105,2019-05-07 07:29:25,1581.0
105,2019-05-07 07:41:31,1592.0
106,2019-05-07 08:08:25,1594.0
106,2019-05-07 08:16:06,1598.0
106,2019-05-07 08:25:28,1610.0
106,2019-05-07 08:39:56,1617.0
106,2019-05-07 08:50:01,1607.0
107,2019-05-07 09:13:47,1588.0
107,2019-05-07 09:22:07,1585.0
107,2019-05-07 09:29:07,1585.0
107,2019-05-07 09:33:23,1595.0
107,2019-05-07 09:37:41,1590.0
108,2019-05-07 09:50:20,1619.0
108,2019-05-07 09:57:06,1610.0
108,2019-05-07 10:02:56,1597.0
109,2019-05-07 10:42:46,1595.0
109,2019-05-07 10:48:51,1597.0
109,2019-05-07 10:56:34,1617.0
109,2019-05-07 11:03:39,1609.0
109,2019-05-07 11:13:01,1615.0
110,2019-05-07 11:46:40,1596.0
110,2019-05-07 11:54:00,1585.0
110,2019-05-07 11:58:19,1591.0
110,2019-05-07 12:02:40,1582.0
111,2019-05-07 12:32:30,1620.0
111,2019-05-07 12:38:16,1606.0
111,2019-05-07 13:03:53,1594.0
111,2019-05-07 13:12:19,1587.0
111,2019-05-07 13:25:23,1583.0
112,2019-05-07 13:50:23,1594.0
112,2019-05-07 14:42:32,1582.0
113,2019-05-07 14:43:32,1645.0
113,2019-05-07 15:15:45,1600.0
113,2019-05-07 15:33:04,1625.0
113,2019-05-07 15:41:24,1609.0
113,2019-05-07 15:59:22,1647.0
114,2019-05-07 16:13:48,1631.0
114,2019-05-07 16:43:02,1603.0
114,2019-05-07 17:09:36,1591.0
114,2019-05-07 17:32:39,1600.0
115,2019-05-07 17:33:39,1635.0
115,2019-05-07 18:01:45,1638.0
115,2019-05-07 18:08:33,1629.0
115,2019-05-07 19:02:33,1616.0
115,2019-05-07 19:07:07,1603.0
115,2019-05-07 19:10:39,1560.0
115,2019-05-07 19:30:11,1547.0
116,2019-05-07 20:07:55,1591.0
116,2019-05-07 20:16:25,1587.0
116,2019-05-07 20:27:18,1594.0
116,2019-05-07 20:37:04,1598.0
116,2019-05-07 20:45:02,1600.0
117,2019-05-07 21:50:43,1625.0
117,2019-05-07 22:20:56,1606.0
117,2019-05-07 22:30:41,1599.0
117,2019-05-07 22:34:31,1599.0
117,2019-05-07 22:49:20,1604.0
117,2019-05-07 22:51:44,1604.0
117,2019-05-07 22:56:25,1604.0
118,2019-05-07 22:57:25,1652.0
118,2019-05-07 23:20:07,1627.0
118,2019-05-07 23:36:15,1608.0
118,2019-05-08 01:20:31,1611.0
118,2019-05-08 01:30:54,1609.0
118,2019-05-08 01:44:43,1603.0
118,2019-05-08 01:49:24,1600.0
119,2019-05-08 01:50:24,1628.0
119,2019-05-08 02:23:03,1628.0
119,2019-05-08 02:55:21,1593.0
120,2019-05-08 03:50:22,1613.0
120,2019-05-08 03:55:22,1612.0
120,2019-05-08 04:19:50,1620.0
120,2019-05-08 04:25:12,1621.0
120,2019-05-08 04:33:27,1620.0
121,2019-05-08 04:48:30,1563.0
121,2019-05-08 04:54:36,1595.0
121,2019-05-08 04:59:49,1587.0
121,2019-05-08 05:07:01,1589.0
121,2019-05-08 05:11:38,1580.0
121,2019-05-08 05:15:08,1596.0
122,2019-05-08 05:18:13,1559.0
122,2019-05-08 05:27:08,1594.0
122,2019-05-08 05:31:30,1596.0
122,2019-05-08 05:37:38,1587.0
122,2019-05-08 05:45:05,1588.0
122,2019-05-08 05:48:30,1583.0
122,2019-05-08 05:51:21,1592.0
122,2019-05-08 05:55:25,1604.0
123,2019-05-08 06:10:50,1594.0
123,2019-05-08 06:23:15,1601.0
123,2019-05-08 06:28:59,1612.0
123,2019-05-08 06:43:33,1599.0
123,2019-05-08 06:50:33,1606.0
124,2019-05-08 06:51:33,1561.0
124,2019-05-08 06:56:54,1573.0
124,2019-05-08 07:01:34,1588.0
124,2019-05-08 07:08:46,1598.0
124,2019-05-08 07:12:43,1578.0
124,2019-05-08 07:18:27,1596.0
125,2019-05-08 07:35:03,1541.0
125,2019-05-08 07:42:59,1550.0
125,2019-05-08 07:48:23,1567.0
125,2019-05-08 07:55:29,1567.0
125,2019-05-08 08:01:39,1595.0
125,2019-05-08 08:12:55,1586.0
